Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Weekend_Usage_Hours,High_Usage
652,22,M,Graduate,China,5.6,WeChat,Yes,6.7,44.0,In Relationship,3,7,4.9,6.0,Average,7.300000000000001,True
653,20,F,Undergraduate,Japan,4.3,Twitter,No,7.5,50.0,Single,2,4,3.2,6.9,Good,3.9,False
654,23,M,Graduate,Poland,6.2,TikTok,Yes,6.3,95.0,Single,4,8,2.2,5.0,Poor,5.2,True
655,21,F,Undergraduate,Finland,4.4,Instagram,No,7.4,90.0,In Relationship,2,5,6.6,6.7,Excellent,7.8,False
656,24,M,Graduate,Spain,6.5,Facebook,Yes,6.1,60.0,Single,4,8,3.6,6.6,Average,4.3,True
657,19,F,Undergraduate,Denmark,4.6,Twitter,No,7.3,69.35590551181102,In Relationship,2,5,3.5,7.1,Excellent,6.1,False
658,22,M,Graduate,Ireland,5.8,Instagram,Yes,6.6,51.0,Single,3,7,3.5,6.6,Average,5.8,True
659,20,F,Undergraduate,India,7.1,TikTok,Yes,5.8,65.0,Single,5,9,3.7,5.5,Good,5.7,True
660,23,M,Graduate,Switzerland,4.5,Facebook,No,7.3,90.0,In Relationship,2,5,3.3,7.7,Poor,4.2,False
661,21,F,Undergraduate,Turkey,6.7,Instagram,Yes,6.0,69.35590551181102,Single,4,8,2.8,6.3,Poor,4.5,True
662,24,M,Graduate,USA,5.4,Twitter,Yes,6.8,84.0,In Relationship,3,7,2.8,6.5,Excellent,5.3,True
663,19,F,Undergraduate,Mexico,6.4,TikTok,Yes,6.2,99.0,Single,4,8,,5.6,Good,4.8,True
664,22,M,Graduate,France,4.7,Facebook,No,7.2,46.0,In Relationship,2,5,2.8,6.1,Good,4.1,False
665,20,F,Undergraduate,Canada,5.6,Instagram,Yes,6.7,86.0,Single,3,7,2.6,5.6,Good,3.1,True
666,23,M,Graduate,UK,6.3,Twitter,Yes,6.2,94.0,Single,4,8,3.6,6.3,Poor,4.5,True
667,29,F,Undergraduate,Italy,4.8,TikTok,No,7.1,46.0,In Relationship,2,5,3.2,8.2,Poor,5.9,False
668,24,M,Graduate,Russia,6.9,Instagram,Yes,5.9,65.0,Single,5,9,5.3,5.1,Good,6.9,True
669,19,F,Undergraduate,China,5.7,WeChat,Yes,6.7,79.0,In Relationship,3,7,0.3,4.9,Good,3.3,True
670,22,M,Graduate,Japan,4.4,Twitter,No,7.4,44.0,Single,2,4,4.8,8.0,Good,6.3,False
671,20,F,Undergraduate,Poland,6.1,Facebook,Yes,6.4,60.0,Single,4,8,5.0,6.3,Good,7.3,True
672,23,M,Graduate,Finland,4.3,Instagram,No,7.5,53.0,In Relationship,2,5,1.0,6.6,Good,2.2,False
673,21,F,Undergraduate,Spain,6.4,TikTok,Yes,6.2,43.0,Single,4,8,3.1,7.5,Good,4.5,True
674,24,M,Graduate,Denmark,4.5,Twitter,No,7.3,69.35590551181102,In Relationship,2,5,3.1,5.9,Good,4.1,False
675,19,F,Undergraduate,Ireland,5.9,Instagram,Yes,6.5,81.0,Single,3,7,1.8,8.3,Average,3.2,True
676,22,M,Graduate,India,7.2,Facebook,Yes,5.7,59.0,Single,5,9,2.6,7.2,Poor,4.5,True
677,20,F,Undergraduate,Switzerland,4.6,TikTok,No,7.2,54.0,In Relationship,2,5,2.2,6.0,Poor,5.2,False
678,23,M,Graduate,Turkey,6.8,Instagram,Yes,6.0,69.35590551181102,Single,4,8,5.6,8.7,Good,7.8,True
679,21,F,Undergraduate,USA,5.3,Twitter,Yes,6.8,91.0,In Relationship,3,7,4.6,5.9,Average,5.6,True
680,24,M,Graduate,Mexico,6.2,Facebook,Yes,6.3,84.0,Single,4,8,5.0,7.2,Average,5.6,True
681,19,F,Undergraduate,France,4.7,Instagram,No,7.2,68.0,In Relationship,2,5,4.4,6.8,Average,5.2,False
682,22,M,Graduate,Canada,5.8,TikTok,Yes,6.6,47.0,Single,3,7,2.1,7.8,Poor,4.0,True
683,20,F,Undergraduate,UK,6.1,Twitter,Yes,6.4,80.0,Single,4,8,2.9,6.6,Good,5.3,True
684,23,M,Graduate,Italy,4.8,Facebook,No,7.1,87.0,In Relationship,2,5,4.1,6.5,Excellent,7.0,False
685,21,F,Undergraduate,Russia,6.7,Instagram,Yes,6.0,58.0,Single,5,9,2.0,5.7,Poor,2.5,True
686,24,M,Graduate,China,5.5,WeChat,Yes,6.8,87.0,In Relationship,3,7,4.4,7.0,Good,6.2,True
687,19,F,Undergraduate,Japan,4.2,Twitter,No,7.5,78.0,Single,2,4,3.2,5.8,Good,4.9,False
688,22,M,Graduate,Poland,6.3,TikTok,Yes,6.2,85.0,Single,4,8,3.1,8.5,Poor,5.2,True
689,20,F,Undergraduate,Finland,4.4,Instagram,No,7.4,67.0,In Relationship,2,5,,6.6,Excellent,6.300000000000001,False
690,23,M,Graduate,Spain,6.5,Facebook,Yes,6.1,85.0,Single,4,8,4.0,6.1,Poor,6.2,True
691,21,F,Undergraduate,Denmark,4.6,Twitter,No,7.3,96.0,In Relationship,2,5,3.1,6.7,Good,5.2,False
692,24,M,Graduate,Ireland,5.9,Instagram,Yes,6.5,69.35590551181102,Single,3,7,4.9,5.2,Good,5.7,True
693,19,F,Undergraduate,India,7.0,TikTok,Yes,5.8,43.0,Single,5,9,2.2,5.5,Average,4.7,True
694,22,M,Graduate,Switzerland,4.5,Facebook,No,7.3,97.0,In Relationship,2,5,4.2,7.7,Poor,5.0,False
695,20,F,Undergraduate,Turkey,6.6,Instagram,Yes,6.1,54.0,Single,4,8,4.2,5.8,Excellent,6.4,True
696,23,M,Graduate,USA,5.5,Twitter,Yes,6.7,74.0,In Relationship,3,7,3.1,5.5,Good,4.6,True
697,21,F,Undergraduate,Mexico,6.3,TikTok,Yes,6.2,76.0,Single,4,8,3.9,7.0,Average,5.7,True
698,24,M,Graduate,France,4.8,Facebook,No,7.1,40.0,In Relationship,2,5,2.0,7.7,Average,4.8,False
699,19,F,Undergraduate,Canada,5.7,Instagram,Yes,6.6,42.0,Single,3,7,4.6,7.2,Average,7.3,True
700,22,M,Graduate,UK,6.2,Twitter,Yes,6.3,86.0,Single,4,8,3.3,7.5,Excellent,5.8,True
701,20,F,Undergraduate,Italy,4.7,TikTok,No,7.2,69.35590551181102,In Relationship,2,5,2.9,5.7,Good,4.7,False
702,23,M,Graduate,Russia,6.8,Instagram,Yes,5.9,66.0,Single,5,9,4.8,5.1,Good,7.1,True
703,21,F,Undergraduate,China,5.6,WeChat,Yes,6.7,79.0,In Relationship,3,7,2.7,8.0,Average,4.5,True
704,24,M,Graduate,Japan,4.3,Twitter,No,7.5,75.0,Single,2,4,1.8,6.2,Good,4.5,False
705,19,F,Undergraduate,Poland,6.2,Facebook,Yes,6.3,73.0,Single,4,8,1.6,6.2,Good,3.1,True
